index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor inlet air temperature (T1) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor inlet air pressure (P1) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
9442,2.088,6,6378.543,1389.482,6771.133,30.624,30.624,589.171,288,570.081,1.321,0.998,7.149,1.02,1.033,0.238,0.99,0.984
5348,3.144,9,8378.755,1386.755,7117.867,60.353,60.353,578.204,288,579.531,1.389,0.998,7.425,1.02,11.975,0.237,0.972,0.997
11003,6.175,18,29760.448,2306.82,8777.995,246.015,246.015,775.922,288,665.047,2.519,0.998,13.441,1.03,34.547,0.684,0.997,0.975
11125,2.088,6,6599.71,1358.025,6748.753,24.806,24.806,597.687,288,568.003,1.318,0.998,7.12,1.02,18.267,0.263,0.997,0.989
4175,9.3,27,72778.307,3560.424,9775.389,644.859,644.859,1077.633,288,779.856,4.494,0.998,22.354,1.05,89.011,1.762,0.967,0.996
4910,6.175,18,29794.557,2307.288,8832.381,246.245,246.245,762.571,288,665.993,2.501,0.998,13.055,1.031,33.451,0.662,0.97,1.0
1852,8.206,24,50994.451,3087.539,9322.989,438.073,438.073,923.711,288,735.831,3.561,0.998,18.174,1.041,59.954,1.187,0.957,0.998
6316,8.206,24,50993.521,3087.489,9313.222,438.026,438.026,908.69,288,729.426,3.575,0.998,18.205,1.042,59.002,1.168,0.976,1.0
11760,7.148,21,39016.014,2677.945,9111.394,332.493,332.493,815.361,288,683.584,2.994,0.998,15.741,1.036,43.626,0.864,1.0,0.981
2105,9.3,27,72782.802,3560.432,9788.242,645.0,645.0,1084.517,288,782.677,4.477,0.998,22.19,1.049,89.316,1.768,0.958,1.0
133,8.206,24,50997.254,3087.623,9323.622,438.133,438.133,937.696,288,739.513,3.564,0.998,18.334,1.041,61.091,1.209,0.95,0.989
5029,8.206,24,50994.493,3087.523,9310.642,438.082,438.082,925.373,288,733.053,3.581,0.998,18.451,1.041,60.444,1.197,0.971,0.987
928,2.088,6,3459.12,1348.455,6867.962,23.063,23.063,525.065,288,563.037,1.215,0.998,6.48,1.019,19.084,0.168,0.953,1.0
823,5.14,15,21637.642,1924.335,8503.716,175.303,175.303,717.072,288,642.505,2.076,0.998,11.053,1.026,25.57,0.506,0.953,0.988
7576,8.206,24,50993.71,3087.479,9303.285,438.014,438.014,921.172,288,730.126,3.592,0.998,18.553,1.042,60.305,1.194,0.982,0.984
1531,2.088,6,4153.586,1344.597,6830.632,22.387,22.387,553.39,288,566.967,1.238,0.998,6.674,1.019,22.733,0.202,0.956,0.989
1214,9.3,27,72764.991,3560.41,9775.77,644.776,644.776,1106.3,288,786.662,4.499,0.998,22.734,1.049,91.732,1.816,0.955,0.979
504,1.138,3,1467.562,1394.877,6714.417,10.206,10.206,493.059,288,556.848,1.148,0.998,6.211,1.019,0.0,0.111,0.952,0.979
10188,1.138,3,2497.136,1337.488,6615.836,6.76,6.76,520.541,288,552.088,1.179,0.998,6.354,1.019,20.952,0.168,0.993,0.989
6530,6.175,18,29792.002,2307.385,8822.885,246.282,246.282,761.099,288,664.737,2.504,0.998,13.095,1.031,33.413,0.662,0.977,0.998
3072,4.161,12,14722.495,1547.459,7768.632,113.775,113.775,652.67,288,610.479,1.66,0.998,8.992,1.022,17.74,0.351,0.963,0.978
10150,8.206,24,50992.665,3087.425,9297.27,438.086,438.086,913.981,288,726.783,3.601,0.998,18.593,1.042,59.88,1.185,0.993,0.984
9576,1.138,3,940.482,1369.339,6663.85,8.506,8.506,451.395,288,543.306,1.124,0.998,5.973,1.019,0.0,0.075,0.99,0.999
9086,6.175,18,29764.484,2306.843,8808.524,245.939,245.939,757.528,288,662.497,2.508,0.998,13.138,1.031,33.254,0.658,0.988,0.996
8647,8.206,24,50993.191,3087.467,9307.362,438.028,438.028,903.046,288,726.459,3.584,0.998,18.261,1.042,58.702,1.162,0.986,0.999
6619,5.14,15,21628.843,1924.317,8474.279,175.236,175.236,709.693,288,637.386,2.085,0.998,11.159,1.026,25.307,0.501,0.978,0.982
9273,4.161,12,14719.308,1547.453,7736.062,113.754,113.754,629.584,288,602.809,1.662,0.998,8.899,1.023,16.719,0.331,0.989,0.991
3709,2.088,6,3167.383,1377.043,6850.765,28.236,28.236,501.714,288,560.037,1.212,0.998,6.46,1.02,3.13,0.129,0.965,0.997
11438,9.3,27,72773.165,3560.393,9742.506,644.988,644.988,1043.026,288,768.726,4.532,0.998,22.531,1.052,86.524,1.713,0.998,0.997
4849,8.206,24,50994.206,3087.515,9313.675,438.107,438.107,919.842,288,732.413,3.576,0.998,18.324,1.041,59.905,1.186,0.97,0.993
4748,6.175,18,29774.517,2307.248,8813.521,246.074,246.074,781.877,288,669.878,2.506,0.998,13.295,1.03,34.715,0.687,0.97,0.982
4268,3.144,9,8377.597,1386.749,7086.031,60.334,60.334,592.74,288,582.728,1.39,0.998,7.538,1.02,12.576,0.249,0.968,0.981
11789,9.3,27,72761.155,3560.374,9728.549,645.042,645.042,1052.09,288,770.085,4.549,0.998,22.892,1.052,87.729,1.737,1.0,0.984
8905,5.14,15,21624.38,1924.307,8459.639,175.219,175.219,710.378,288,636.059,2.09,0.998,11.243,1.026,25.409,0.503,0.988,0.976
4186,2.088,6,3392.081,1381.13,6851.442,28.997,28.997,505.737,288,560.435,1.22,0.998,6.495,1.02,0.765,0.134,0.967,0.998
10406,3.144,9,8375.071,1386.734,7043.671,60.305,60.305,576.447,288,576.34,1.392,0.998,7.506,1.021,11.944,0.236,0.994,0.987
5301,1.138,3,3755.029,1416.316,6719.159,11.427,11.427,545.097,288,562.509,1.235,0.998,6.623,1.019,0.0,0.179,0.972,0.992
2923,8.206,24,50995.088,3087.555,9315.699,438.055,438.055,931.512,288,735.91,3.574,0.998,18.418,1.041,60.802,1.204,0.962,0.987
6588,1.138,3,4802.511,1338.3,6625.992,6.9,6.9,601.852,288,566.135,1.254,0.998,6.839,1.019,23.475,0.259,0.978,0.979
1810,2.088,6,3281.417,1350.257,6844.417,23.38,23.38,521.767,288,562.269,1.21,0.998,6.483,1.019,18.145,0.162,0.957,0.994
3486,4.161,12,14724.0,1547.471,7806.422,113.796,113.796,634.801,288,607.068,1.656,0.998,8.814,1.023,16.881,0.334,0.964,0.998
7419,4.161,12,14720.834,1547.459,7757.733,113.756,113.756,631.416,288,604.188,1.66,0.998,8.874,1.023,16.779,0.332,0.981,0.993
3141,1.138,3,2749.285,1414.025,6721.561,11.325,11.325,523.13,288,560.479,1.199,0.998,6.455,1.019,0.0,0.149,0.963,0.986
10019,3.144,9,8376.222,1386.74,7070.654,60.318,60.318,570.304,288,575.471,1.391,0.998,7.441,1.021,11.679,0.231,0.992,0.996
9347,6.175,18,29767.44,2306.94,8810.699,245.983,245.983,753.881,288,661.63,2.508,0.998,13.101,1.031,33.019,0.654,0.989,0.999
1324,2.088,6,3977.888,1345.231,6840.93,22.497,22.497,546.302,288,565.996,1.232,0.998,6.623,1.019,22.039,0.193,0.955,0.992
4312,2.088,6,2832.009,1363.85,6807.719,25.799,25.799,503.383,288,559.257,1.198,0.998,6.452,1.019,9.982,0.134,0.968,0.986
7494,7.148,21,39004.145,2678.022,9116.773,332.405,332.405,833.16,288,689.976,2.985,0.998,15.785,1.035,44.743,0.886,0.982,0.975
8702,9.3,27,72760.522,3560.373,9738.604,644.874,644.874,1070.323,288,775.286,4.539,0.998,22.943,1.051,89.244,1.767,0.987,0.979
9872,9.3,27,72758.629,3560.367,9732.889,644.813,644.813,1064.956,288,773.589,4.545,0.998,22.976,1.051,88.864,1.759,0.992,0.979
8691,7.148,21,39006.524,2678.012,9115.932,332.42,332.42,826.773,288,687.949,2.987,0.998,15.75,1.036,44.321,0.878,0.987,0.978
11337,7.148,21,39010.73,2677.995,9114.827,332.463,332.463,811.553,288,683.314,2.989,0.998,15.649,1.036,43.288,0.857,0.998,0.986
10048,5.14,15,21627.464,1924.34,8476.478,175.23,175.23,686.53,288,631.008,2.085,0.998,10.989,1.027,24.043,0.476,0.992,0.999
9580,5.14,15,21627.781,1924.342,8478.323,175.278,175.278,687.524,288,631.482,2.084,0.998,10.986,1.027,24.089,0.477,0.99,0.999
10578,4.161,12,14717.479,1547.443,7701.654,113.731,113.731,636.438,288,603.302,1.666,0.998,9.004,1.023,17.076,0.338,0.995,0.98
5541,7.148,21,38988.926,2678.08,9129.664,332.154,332.154,821.685,288,689.814,2.969,0.998,15.465,1.036,43.679,0.865,0.973,0.992
6172,8.206,24,50994.262,3087.502,9306.604,438.005,438.005,925.161,288,731.98,3.588,0.998,18.531,1.041,60.54,1.199,0.976,0.984
1540,2.088,6,4062.779,1344.812,6833.298,22.423,22.423,549.991,288,566.45,1.235,0.998,6.651,1.019,22.398,0.198,0.956,0.99
9409,5.14,15,21624.576,1924.311,8461.368,175.198,175.198,705.465,288,634.854,2.09,0.998,11.2,1.026,25.137,0.498,0.99,0.98
2681,9.3,27,72769.66,3560.428,9774.31,644.847,644.847,1093.114,288,783.448,4.498,0.998,22.582,1.049,90.523,1.792,0.961,0.986
11793,4.161,12,14717.026,1547.444,7700.546,113.706,113.706,629.915,288,601.461,1.666,0.998,8.964,1.023,16.775,0.332,1.0,0.985
11185,8.206,24,50992.962,3087.445,9299.783,438.085,438.085,899.951,288,723.745,3.595,0.998,18.382,1.042,58.657,1.161,0.997,0.995
6313,5.14,15,21632.447,1924.347,8492.385,175.299,175.299,693.67,288,634.674,2.08,0.998,10.954,1.027,24.363,0.482,0.976,1.0
1191,4.161,12,14723.826,1547.463,7785.03,113.785,113.785,657.304,288,612.409,1.658,0.998,8.994,1.022,17.93,0.355,0.955,0.977
5293,2.088,6,3518.362,1383.429,6824.107,29.429,29.429,511.962,288,561.152,1.226,0.998,6.569,1.02,0.312,0.139,0.972,0.991
1542,4.161,12,14724.716,1547.471,7808.872,113.802,113.802,645.347,288,610.09,1.656,0.998,8.877,1.022,17.361,0.344,0.956,0.99
7056,1.138,3,5499.761,1352.671,6632.001,7.706,7.706,615.848,288,568.703,1.279,0.998,6.978,1.019,17.771,0.273,0.98,0.979
2539,2.088,6,2906.409,1359.437,6850.851,25.01,25.01,503.303,288,559.59,1.199,0.998,6.398,1.019,12.263,0.138,0.96,0.997
953,9.3,27,72762.405,3560.404,9774.551,644.746,644.746,1110.173,288,787.466,4.501,0.998,22.81,1.049,92.131,1.824,0.954,0.976
7241,6.175,18,29791.456,2307.407,8820.761,246.222,246.222,758.53,288,663.81,2.505,0.998,13.088,1.031,33.268,0.659,0.98,0.999
6731,9.3,27,72774.751,3560.415,9761.74,645.089,645.089,1067.079,288,776.153,4.51,0.998,22.479,1.051,88.359,1.749,0.978,0.994
4846,5.14,15,21633.186,1924.336,8491.779,175.28,175.28,703.312,288,637.372,2.08,0.998,11.023,1.026,24.886,0.493,0.97,0.993
6801,7.148,21,39001.104,2678.038,9118.704,332.32,332.32,834.091,288,690.71,2.982,0.998,15.758,1.035,44.765,0.886,0.979,0.976
8010,1.138,3,5407.484,1355.281,6630.197,7.833,7.833,608.896,288,567.288,1.277,0.998,6.951,1.019,16.331,0.265,0.984,0.981
4330,2.088,6,2900.669,1369.758,6816.554,26.881,26.881,501.452,288,559.357,1.201,0.998,6.456,1.019,6.753,0.13,0.968,0.988
8924,6.175,18,29761.337,2306.848,8790.174,246.004,246.004,777.08,288,666.463,2.514,0.998,13.382,1.03,34.548,0.684,0.988,0.978
5334,7.148,21,38987.17,2678.083,9131.657,332.268,332.268,819.351,288,689.624,2.966,0.998,15.412,1.036,43.476,0.861,0.972,0.995
7330,5.14,15,21627.996,1924.318,8472.369,175.222,175.222,707.176,288,636.477,2.086,0.998,11.152,1.026,25.18,0.498,0.981,0.983
9348,7.148,21,38996.426,2678.075,9125.534,332.365,332.365,804.369,288,683.808,2.975,0.998,15.401,1.036,42.563,0.843,0.989,0.999
4729,5.14,15,21630.966,1924.315,8480.022,175.282,175.282,715.816,288,639.708,2.083,0.998,11.17,1.026,25.609,0.507,0.97,0.98
6541,8.206,24,50993.534,3087.488,9312.265,438.057,438.057,909.025,288,729.265,3.577,0.998,18.228,1.042,59.057,1.169,0.977,0.999
11174,6.175,18,29762.748,2306.788,8797.241,245.964,245.964,755.188,288,660.828,2.513,0.998,13.182,1.031,33.171,0.657,0.997,0.994
5305,5.14,15,21632.356,1924.334,8488.962,175.26,175.26,703.221,288,637.059,2.081,0.998,11.037,1.026,24.894,0.493,0.972,0.992
5161,5.14,15,21629.624,1924.308,8474.524,175.278,175.278,718.693,288,639.947,2.085,0.998,11.219,1.026,25.787,0.51,0.972,0.976
7860,4.161,12,14720.163,1547.456,7747.35,113.752,113.752,633.091,288,604.236,1.661,0.998,8.903,1.023,16.869,0.334,0.983,0.99
2156,6.175,18,29791.617,2307.437,8823.695,246.218,246.218,789.985,288,673.041,2.503,0.998,13.304,1.03,35.161,0.696,0.959,0.98
1062,1.138,3,7346.094,1352.819,6713.315,7.805,7.805,668.056,288,579.189,1.328,0.998,7.205,1.019,16.776,0.333,0.954,0.989
10808,9.3,27,72757.338,3560.365,9728.326,644.823,644.823,1060.708,288,772.246,4.55,0.998,23.003,1.051,88.562,1.753,0.996,0.979
1167,7.148,21,38975.564,2678.078,9143.022,332.005,332.005,826.481,288,694.444,2.951,0.998,15.27,1.035,43.731,0.866,0.954,1.0
3636,1.138,3,3578.772,1416.956,6727.237,11.499,11.499,545.109,288,563.67,1.229,0.998,6.61,1.019,0.0,0.176,0.965,0.989
7651,2.088,6,5742.301,1393.1,6812.994,31.304,31.304,567.251,288,568.163,1.301,0.998,6.978,1.02,0.0,0.21,0.982,0.993
5588,9.3,27,72777.565,3560.42,9769.619,645.103,645.103,1070.064,288,777.531,4.5,0.998,22.367,1.05,88.438,1.751,0.973,0.997
11130,7.148,21,39007.954,2678.018,9116.793,332.365,332.365,809.173,288,683.1,2.987,0.998,15.595,1.036,43.08,0.853,0.997,0.989
7192,2.088,6,5544.073,1393.95,6820.407,31.463,31.463,561.801,288,567.582,1.295,0.998,6.931,1.02,0.0,0.203,0.98,0.994
4491,1.138,3,3261.294,1414.379,6694.563,11.329,11.329,540.633,288,562.635,1.219,0.998,6.6,1.019,0.0,0.169,0.969,0.98
7266,4.161,12,14719.39,1547.448,7724.367,113.735,113.735,646.209,288,606.907,1.664,0.998,9.028,1.022,17.498,0.346,0.981,0.976
4980,4.161,12,14721.498,1547.457,7758.418,113.77,113.77,645.444,288,608.088,1.66,0.998,8.963,1.022,17.423,0.345,0.971,0.982
8335,2.088,6,6260.657,1390.288,6799.718,30.78,30.78,582.1,288,569.693,1.317,0.998,7.08,1.02,0.355,0.23,0.985,0.991
11872,2.088,6,4877.135,1344.297,6745.874,22.298,22.298,551.22,288,560.158,1.263,0.998,6.779,1.019,22.594,0.211,1.0,0.994
4946,6.175,18,29762.522,2306.859,8807.891,245.918,245.918,785.776,288,670.505,2.508,0.998,13.349,1.03,34.974,0.692,0.971,0.978
2782,2.088,6,2883.229,1365.972,6855.266,26.201,26.201,498.655,288,559.19,1.199,0.998,6.39,1.019,8.535,0.13,0.961,0.998
717,7.148,21,38983.65,2678.085,9131.409,332.145,332.145,851.639,288,698.815,2.965,0.998,15.671,1.035,45.691,0.905,0.953,0.976
10011,4.161,12,14719.227,1547.454,7737.318,113.749,113.749,624.88,288,601.551,1.662,0.998,8.867,1.023,16.499,0.327,0.992,0.995
2502,1.138,3,5414.893,1318.589,6686.941,5.867,5.867,619.7,288,569.973,1.265,0.998,6.839,1.019,31.029,0.286,0.96,0.993
4360,5.14,15,21633.499,1924.333,8491.884,175.265,175.265,706.252,288,638.221,2.08,0.998,11.042,1.026,25.044,0.496,0.968,0.991
4171,5.14,15,21634.597,1924.342,8497.384,175.294,175.294,702.042,288,637.581,2.078,0.998,10.985,1.026,24.793,0.491,0.967,0.996
8082,1.138,3,2024.638,1398.553,6673.233,10.275,10.275,491.144,288,552.026,1.171,0.998,6.279,1.019,0.147,0.117,0.984,0.989
11645,9.3,27,72770.364,3560.395,9738.79,645.035,645.035,1044.514,288,768.84,4.536,0.998,22.617,1.052,86.757,1.717,0.999,0.994
395,9.3,27,72776.613,3560.43,9790.293,645.021,645.021,1099.549,288,786.375,4.478,0.998,22.357,1.049,90.69,1.795,0.951,0.992
7186,5.14,15,21629.935,1924.334,8482.284,175.242,175.242,698.161,288,634.933,2.083,0.998,11.038,1.026,24.65,0.488,0.98,0.993
11719,2.088,6,4297.975,1392.329,6734.967,31.098,31.098,532.05,288,561.179,1.257,0.998,6.826,1.02,0.0,0.165,1.0,0.977
4492,2.088,6,2994.387,1354.241,6784.202,24.06,24.06,516.465,288,560.607,1.202,0.998,6.517,1.019,15.674,0.152,0.969,0.98
1365,7.148,21,38977.218,2678.078,9140.51,332.158,332.158,829.777,288,694.782,2.954,0.998,15.339,1.035,44.008,0.871,0.955,0.996
11922,7.148,21,39004.375,2678.049,9120.392,332.443,332.443,797.427,288,680.557,2.983,0.998,15.437,1.036,42.183,0.835,1.0,0.999
8787,4.161,12,14719.426,1547.453,7736.542,113.737,113.737,632.176,288,603.547,1.662,0.998,8.915,1.023,16.839,0.333,0.987,0.989
5917,5.14,15,21629.595,1924.318,8477.092,175.234,175.234,711.25,288,638.117,2.084,0.998,11.154,1.026,25.377,0.502,0.975,0.982
4968,1.138,3,2975.321,1412.73,6691.483,11.215,11.215,530.391,288,560.687,1.208,0.998,6.534,1.019,0.0,0.157,0.971,0.981
2914,8.206,24,50995.498,3087.566,9315.297,438.062,438.062,932.559,288,736.07,3.575,0.998,18.438,1.041,60.9,1.206,0.962,0.986
10518,7.148,21,38999.948,2678.064,9123.185,332.315,332.315,801.196,288,682.322,2.979,0.998,15.417,1.036,42.39,0.839,0.994,0.999
5644,2.088,6,2810.197,1364.99,6775.102,25.993,25.993,505.196,288,559.122,1.198,0.998,6.498,1.019,9.441,0.134,0.974,0.978
3766,5.14,15,21631.596,1924.312,8481.115,175.281,175.281,720.879,288,641.246,2.083,0.998,11.198,1.026,25.873,0.512,0.966,0.977
3440,3.144,9,8379.382,1386.758,7125.904,60.359,60.359,584.915,288,581.833,1.388,0.998,7.449,1.02,12.241,0.242,0.964,0.993
7357,5.14,15,21628.555,1924.322,8475.061,175.228,175.228,704.293,288,635.938,2.085,0.998,11.118,1.026,25.013,0.495,0.981,0.986
6806,3.144,9,8375.537,1386.74,7051.281,60.305,60.305,591.02,288,580.945,1.392,0.998,7.573,1.02,12.527,0.248,0.979,0.977
9879,7.148,21,39009.529,2677.995,9114.6,332.432,332.432,821.482,288,686.112,2.989,0.998,15.732,1.036,43.983,0.871,0.992,0.98
2143,2.088,6,5259.863,1345.547,6799.1,22.585,22.585,590.6,288,572.27,1.273,0.998,6.937,1.019,23.842,0.244,0.959,0.979
5104,2.088,6,3971.105,1388.812,6842.309,30.449,30.449,521.295,288,562.663,1.242,0.998,6.626,1.02,0.0,0.152,0.971,0.996
5073,7.148,21,38987.704,2678.08,9130.632,332.17,332.17,823.01,288,690.431,2.967,0.998,15.458,1.036,43.75,0.866,0.971,0.992
1571,6.175,18,29796.579,2307.265,8840.385,246.268,246.268,777.317,288,670.917,2.497,0.998,13.121,1.03,34.304,0.679,0.956,0.993
4079,3.144,9,8378.215,1386.752,7101.082,60.343,60.343,589.155,288,582.209,1.389,0.998,7.501,1.02,12.424,0.246,0.967,0.986
1122,7.148,21,38977.008,2678.076,9140.504,332.12,332.12,831.462,288,695.266,2.954,0.998,15.352,1.035,44.124,0.874,0.954,0.995
2786,6.175,18,29796.607,2307.25,8840.059,246.318,246.318,769.35,288,668.611,2.498,0.998,13.064,1.03,33.822,0.67,0.961,0.998
2967,7.148,21,38982.291,2678.08,9135.027,332.2,332.2,829.036,288,693.233,2.961,0.998,15.429,1.035,44.072,0.873,0.962,0.992
2504,3.144,9,8379.856,1386.761,7135.13,60.368,60.368,586.716,288,582.702,1.388,0.998,7.448,1.02,12.308,0.244,0.96,0.993
5988,4.161,12,14721.499,1547.46,7765.251,113.772,113.772,636.668,288,605.946,1.66,0.998,8.895,1.023,17.013,0.337,0.975,0.99
8867,3.144,9,8377.079,1386.745,7086.733,60.336,60.336,570.903,288,576.224,1.39,0.998,7.425,1.021,11.695,0.232,0.987,0.998
11000,3.144,9,8373.477,1386.719,7007.193,60.282,60.282,584.668,288,577.439,1.394,0.998,7.596,1.02,12.298,0.243,0.997,0.975
7164,1.138,3,1002.115,1324.966,6636.587,6.095,6.095,480.663,288,546.738,1.122,0.998,6.03,1.019,21.449,0.121,0.98,0.991
728,9.3,27,72763.282,3560.407,9776.536,645.061,645.061,1110.442,288,787.691,4.499,0.998,22.776,1.049,92.103,1.823,0.953,0.977
7587,1.138,3,1122.486,1368.286,6649.178,8.517,8.517,469.408,288,547.703,1.132,0.998,6.085,1.019,2.239,0.093,0.982,0.986
7543,2.088,6,3819.416,1387.911,6780.16,30.254,30.254,523.263,288,562.014,1.239,0.998,6.697,1.02,0.0,0.152,0.982,0.981
412,8.206,24,50995.806,3087.591,9324.807,438.05,438.05,931.973,288,738.404,3.56,0.998,18.233,1.041,60.578,1.199,0.951,0.994
11338,8.206,24,50992.676,3087.429,9295.433,438.036,438.036,908.652,288,724.946,3.603,0.998,18.57,1.042,59.492,1.178,0.998,0.986
9708,7.148,21,39004.289,2678.035,9118.588,332.326,332.326,815.0,288,685.212,2.984,0.998,15.609,1.036,43.448,0.86,0.991,0.987
5745,4.161,12,14721.584,1547.46,7765.522,113.775,113.775,637.981,288,606.32,1.66,0.998,8.903,1.023,17.073,0.338,0.974,0.989
7668,1.138,3,1368.565,1386.429,6682.878,9.545,9.545,468.665,288,547.913,1.143,0.998,6.095,1.019,0.0,0.093,0.982,0.995
825,7.148,21,38978.65,2678.075,9137.463,332.14,332.14,839.238,288,696.753,2.958,0.998,15.466,1.035,44.718,0.885,0.953,0.988
3267,1.138,3,559.291,1358.816,6717.986,8.019,8.019,449.41,288,546.019,1.107,0.998,5.876,1.019,0.0,0.069,0.963,1.0
3974,6.175,18,29795.806,2307.265,8836.684,246.306,246.306,764.635,288,666.963,2.499,0.998,13.047,1.03,33.553,0.664,0.966,1.0
8808,7.148,21,38998.992,2678.059,9122.476,332.38,332.38,813.554,288,685.732,2.979,0.998,15.528,1.036,43.266,0.857,0.987,0.991
8306,9.3,27,72768.147,3560.39,9748.062,644.867,644.867,1065.457,288,774.721,4.527,0.998,22.713,1.051,88.549,1.753,0.985,0.987
417,4.161,12,14725.966,1547.477,7830.807,113.81,113.81,643.344,288,610.407,1.654,0.998,8.828,1.022,17.245,0.341,0.951,0.995
11261,3.144,9,8373.652,1386.719,7012.538,60.288,60.288,581.833,288,576.799,1.394,0.998,7.574,1.02,12.18,0.241,0.998,0.978
9817,8.206,24,50992.942,3087.457,9304.664,438.003,438.003,899.77,288,724.922,3.587,0.998,18.28,1.042,58.507,1.158,0.991,0.999
6748,8.206,24,50993.667,3087.49,9310.487,438.093,438.093,911.391,288,729.421,3.58,0.998,18.293,1.042,59.302,1.174,0.978,0.996
8967,4.161,12,14718.761,1547.449,7722.634,113.727,113.727,636.917,288,604.291,1.664,0.998,8.97,1.023,17.073,0.338,0.988,0.983
11088,1.138,3,3835.088,1350.74,6608.72,7.516,7.516,557.31,288,557.899,1.227,0.998,6.643,1.019,17.598,0.209,0.997,0.985
11508,7.148,21,39016.603,2677.936,9110.85,332.578,332.578,818.042,288,684.222,2.994,0.998,15.772,1.036,43.825,0.868,0.999,0.979
2082,4.161,12,14725.037,1547.475,7820.415,113.805,113.805,637.541,288,608.384,1.654,0.998,8.809,1.022,16.991,0.336,0.958,0.998
8945,9.3,27,72760.98,3560.373,9738.384,644.875,644.875,1068.356,288,774.784,4.539,0.998,22.923,1.051,89.061,1.763,0.988,0.98
10738,2.088,6,5873.465,1349.596,6769.976,23.271,23.271,574.82,288,564.405,1.294,0.998,6.929,1.02,21.145,0.24,0.995,0.998
3373,8.206,24,50995.309,3087.559,9313.748,437.961,437.961,932.232,288,735.592,3.578,0.998,18.466,1.041,60.917,1.206,0.964,0.985
5726,3.144,9,8377.537,1386.748,7087.826,60.341,60.341,585.216,288,580.556,1.39,0.998,7.497,1.02,12.274,0.243,0.974,0.987
4107,4.161,12,14722.807,1547.464,7781.428,113.784,113.784,641.156,288,607.835,1.658,0.998,8.897,1.022,17.201,0.34,0.967,0.989
10636,8.206,24,50992.96,3087.441,9297.05,437.935,437.935,910.58,288,725.844,3.601,0.998,18.559,1.042,59.607,1.18,0.995,0.986
4380,7.148,21,38985.489,2678.082,9132.594,332.244,332.244,824.004,288,691.193,2.965,0.998,15.432,1.035,43.777,0.867,0.968,0.993
7723,2.088,6,3168.694,1378.295,6756.824,28.444,28.444,509.083,288,559.648,1.215,0.998,6.6,1.02,2.538,0.134,0.983,0.975
1066,5.14,15,21637.597,1924.336,8503.652,175.312,175.312,715.57,288,642.072,2.076,0.998,11.043,1.026,25.49,0.505,0.954,0.989
3913,8.206,24,50994.371,3087.526,9315.906,438.093,438.093,922.568,288,733.686,3.573,0.998,18.309,1.041,60.065,1.189,0.966,0.993
5536,2.088,6,3909.676,1388.566,6827.705,30.403,30.403,521.602,288,562.529,1.24,0.998,6.638,1.02,0.0,0.152,0.973,0.992
8002,2.088,6,4065.182,1390.374,6774.926,30.727,30.727,530.095,288,562.886,1.248,0.998,6.754,1.02,0.0,0.16,0.984,0.98
5387,6.175,18,29760.814,2306.783,8802.647,245.94,245.94,788.115,288,670.701,2.509,0.998,13.395,1.03,35.144,0.696,0.973,0.975
5732,9.3,27,72769.805,3560.408,9760.35,644.789,644.789,1077.52,288,778.591,4.513,0.998,22.64,1.05,89.397,1.77,0.974,0.987
2738,3.144,9,8379.724,1386.761,7132.816,60.368,60.368,586.265,288,582.484,1.388,0.998,7.448,1.02,12.291,0.243,0.961,0.993
5052,4.161,12,14722.133,1547.463,7774.301,113.773,113.773,638.473,288,606.808,1.659,0.998,8.891,1.023,17.086,0.338,0.971,0.99
4000,5.14,15,21631.396,1924.311,8480.165,175.256,175.256,720.348,288,640.999,2.083,0.998,11.2,1.026,25.85,0.512,0.967,0.977
9760,5.14,15,21626.416,1924.332,8472.033,175.255,175.255,692.594,288,632.295,2.086,0.998,11.054,1.027,24.392,0.483,0.991,0.993
2427,7.148,21,38984.098,2678.075,9131.964,332.216,332.216,838.543,288,695.211,2.965,0.998,15.557,1.035,44.787,0.887,0.96,0.984
6833,3.144,9,8376.188,1386.741,7058.898,60.318,60.318,588.597,288,580.508,1.392,0.998,7.551,1.02,12.426,0.246,0.979,0.98
10123,8.206,24,50991.364,3087.36,9295.961,438.069,438.069,917.166,288,727.294,3.603,0.998,18.655,1.042,60.176,1.191,0.993,0.981
1687,5.14,15,21635.229,1924.318,8492.511,175.273,175.273,722.733,288,642.948,2.079,0.998,11.15,1.026,25.92,0.513,0.957,0.98
851,6.175,18,29796.746,2307.26,8841.615,246.298,246.298,781.07,288,672.093,2.497,0.998,13.143,1.03,34.524,0.684,0.953,0.991
6303,4.161,12,14722.13,1547.465,7780.917,113.78,113.78,628.559,288,604.316,1.658,0.998,8.817,1.023,16.622,0.329,0.976,0.999
9087,7.148,21,38997.145,2678.07,9124.507,332.244,332.244,807.951,288,684.601,2.977,0.998,15.447,1.036,42.834,0.848,0.988,0.996
